Producto,codigo,precio,categoria,unidad
"COPLE DE COBRE C/REDUCCIÓN BUSHING DE 75MM (3"")- CAT. 118 MARCA NACOBRE. .",A5276,Ej. Sube tu Producto,N/I,m5277
"COPLE DE COBRE C/REDUCCIÓN CAMPANA 25MM (1"")- CAT. 101-R MARCA NACOBRE. .",A5277,Ej. Sube tu Producto,N/I,m5278
"COPLE DE COBRE C/REDUCCIÓN CAMPANA 32MM (1 1/4"")- MARCA NACOBRE. .",A5278,Ej. Sube tu Producto,N/I,m5279
"COPLE DE COBRE C/REDUCCIÓN CAMPANA DE 100MM (4"") CAT. 101-R MARCA NACOBRE. .",A5279,Ej. Sube tu Producto,N/I,m5280
"COPLE DE COBRE C/REDUCCIÓN CAMPANA DE 13MM (1/2"")- 101-R MARCA NACOBRE. .",A5280,Ej. Sube tu Producto,N/I,m5281
"COPLE DE COBRE C/REDUCCIÓN CAMPANA DE 19MM (3/4"")- MARCA NACOBRE. CAT.101-R .",A5281,Ej. Sube tu Producto,N/I,m5282
"COPLE DE COBRE C/REDUCCIÓN CAMPANA DE 38MM (1 1/2"")- 101-R MARCA NACOBRE. .",A5282,Ej. Sube tu Producto,N/I,m5283
"COPLE DE COBRE C/REDUCCIÓN CAMPANA DE 51MM (2"")- 101-R MARCA NACOBRE. .",A5283,Ej. Sube tu Producto,N/I,m5284
"COPLE DE COBRE C/REDUCCIÓN CAMPANA DE 64MM (2 1/2"") 101-R MARCA NACOBRE. .",A5284,Ej. Sube tu Producto,N/I,m5285
"COPLE DE COBRE C/REDUCCIÓN CAMPANA DE 75MM (3"") MARCA NACOBRE. CAT. 101-R .",A5285,Ej. Sube tu Producto,N/I,m5286
COPLE DE COBRE DE 15.87MM ,A5286,Ej. Sube tu Producto,N/I,m5287
COPLE DE COBRE DE 22MM ,A5287,Ej. Sube tu Producto,N/I,m5288
COPLE DE COBRE DE 35MM ,A5288,Ej. Sube tu Producto,N/I,m5289
"COPLE DE COBRE S/RANURA DE 100MM (4"") CAT. 101-MARCA NACOBRE. .",A5289,Ej. Sube tu Producto,N/I,m5290
"COPLE DE COBRE S/RANURA DE 10M (3/8"")- MARCA NACOBRE. CAT.101 .",A5290,Ej. Sube tu Producto,N/I,m5291
"COPLE DE COBRE S/RANURA DE 13MM (1/2"")- MARCA NACOBRE. CAT. 101 .",A5291,Ej. Sube tu Producto,N/I,m5292
"COPLE DE COBRE S/RANURA DE 19MM (3/4"")- MARCA NACOBRE. .",A5292,Ej. Sube tu Producto,N/I,m5293
"COPLE DE COBRE S/RANURA DE 25MM (1"") CAT 101- MARCA NACOBRE. .",A5293,Ej. Sube tu Producto,N/I,m5294
"COPLE DE COBRE S/RANURA DE 32MM (1 1/4"") CAT. 101- MARCA NACOBRE. .",A5294,Ej. Sube tu Producto,N/I,m5295
"COPLE DE COBRE S/RANURA DE 38MM (1 1/2"") CAT. 101- MARCA NACOBRE. .",A5295,Ej. Sube tu Producto,N/I,m5296
"COPLE DE COBRE S/RANURA DE 51MM (2"") CAT. 101- MARCA NACOBRE. .",A5296,Ej. Sube tu Producto,N/I,m5297
"COPLE DE COBRE S/RANURA DE 64MM (2 1/2"") CAT. 101- MARCA NACOBRE. .",A5297,Ej. Sube tu Producto,N/I,m5298
"COPLE DE COBRE S/RANURA DE 75MM (3"") CAT. 101- MARCA NACOBRE. .",A5298,Ej. Sube tu Producto,N/I,m5299
COPLE DE DILATACION 40MM ,A5299,Ej. Sube tu Producto,N/I,m5300
COPLE DE DILATACION 50MM ,A5300,Ej. Sube tu Producto,N/I,m5301
"COPLE DE FIBROCEMENTO 100MM (4"") PARA TUBERIA DE FIBROCEMENTO CLASE A-7- MARCA MEXALIT ",A5301,Ej. Sube tu Producto,SANITARIO,m5302
"COPLE DE FIBROCEMENTO 100MM (4"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5302,Ej. Sube tu Producto,SANITARIO,m5303
"COPLE DE FIBROCEMENTO 100MM (4"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5303,Ej. Sube tu Producto,SANITARIO,m5304
"COPLE DE FIBROCEMENTO 100MM (4"") PARA TUBERIA DE PRESION CLASE A-5- MARCA MEXALIT ",A5304,Ej. Sube tu Producto,SANITARIO,m5305
"COPLE DE FIBROCEMENTO 1050MM (42"") CLASE A-14- MARCA MEXALIT ",A5305,Ej. Sube tu Producto,SANITARIO,m5306
"COPLE DE FIBROCEMENTO 1050MM (42"") PARA TUBERIA DE PRESION A-7- MARCA MEXALIT ",A5306,Ej. Sube tu Producto,SANITARIO,m5307
"COPLE DE FIBROCEMENTO 1050MM (42"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5307,Ej. Sube tu Producto,SANITARIO,m5308
"COPLE DE FIBROCEMENTO 1050MM (42"") PARA TUBERIA DE PRESION CLASE A-5- MARCA MEXALIT ",A5308,Ej. Sube tu Producto,SANITARIO,m5309
"COPLE DE FIBROCEMENTO 150MM (6"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5309,Ej. Sube tu Producto,SANITARIO,m5310
"COPLE DE FIBROCEMENTO 150MM (6"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5310,Ej. Sube tu Producto,SANITARIO,m5311
"COPLE DE FIBROCEMENTO 150MM (6"") PARA TUBERIA DE PRESION CLASE A-5- MARCA MEXALIT ",A5311,Ej. Sube tu Producto,SANITARIO,m5312
"COPLE DE FIBROCEMENTO 150MM (6"") PARA TUBERIA DE PRESION CLASE A-7- MARCA MEXALIT ",A5312,Ej. Sube tu Producto,SANITARIO,m5313
"COPLE DE FIBROCEMENTO 200MM (8"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5313,Ej. Sube tu Producto,SANITARIO,m5314
"COPLE DE FIBROCEMENTO 200MM (8"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5314,Ej. Sube tu Producto,SANITARIO,m5315
"COPLE DE FIBROCEMENTO 200MM (8"") PARA TUBERIA DE PRESION CLASE A-5- MARCA MEXALIT ",A5315,Ej. Sube tu Producto,SANITARIO,m5316
"COPLE DE FIBROCEMENTO 200MM (8"") PARA TUBERIA DE PRESION CLASE A-7- MARCA MEXALIT ",A5316,Ej. Sube tu Producto,SANITARIO,m5317
"COPLE DE FIBROCEMENTO 250MM (10"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5317,Ej. Sube tu Producto,SANITARIO,m5318
"COPLE DE FIBROCEMENTO 250MM (10"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5318,Ej. Sube tu Producto,SANITARIO,m5319
"COPLE DE FIBROCEMENTO 250MM (10"") PARA TUBERIA DE PRESION CLASE A-5- MARCA MEXALIT ",A5319,Ej. Sube tu Producto,SANITARIO,m5320
"COPLE DE FIBROCEMENTO 250MM (6"") PARA TUBERIA DE PRESION CLASE A-7- MARCA MEXALIT ",A5320,Ej. Sube tu Producto,SANITARIO,m5321
"COPLE DE FIBROCEMENTO 300MM (12"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5321,Ej. Sube tu Producto,SANITARIO,m5322
"COPLE DE FIBROCEMENTO 300MM (12"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5322,Ej. Sube tu Producto,SANITARIO,m5323
"COPLE DE FIBROCEMENTO 300MM (12"") PARA TUBERIA DE PRESION CLASE A-7- MARCA MEXALIT ",A5323,Ej. Sube tu Producto,SANITARIO,m5324
"COPLE DE FIBROCEMENTO 300MM (12"") PARA TUBERIS DE PRESION CLASE A-5- MARCA MEXALIT ",A5324,Ej. Sube tu Producto,SANITARIO,m5325
"COPLE DE FIBROCEMENTO 350MM (14"") PARA TUBERIA DE FIBROCEMENTO CLASE A-5- MARCA MEXALIT ",A5325,Ej. Sube tu Producto,SANITARIO,m5326
"COPLE DE FIBROCEMENTO 350MM (14"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5326,Ej. Sube tu Producto,SANITARIO,m5327
"COPLE DE FIBROCEMENTO 350MM (14"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5327,Ej. Sube tu Producto,SANITARIO,m5328
COPLE DE FIBROCEMENTO 350MM PARA TUBERIA DE PRESION CLASE A-7- MARCA MEXALIT ,A5328,Ej. Sube tu Producto,SANITARIO,m5329
"COPLE DE FIBROCEMENTO 400MM (16"") PARA TUBERIA DE FIBROCEMENTO CLASE A-5- MARCA MEXALIT ",A5329,Ej. Sube tu Producto,SANITARIO,m5330
"COPLE DE FIBROCEMENTO 400MM (16"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5330,Ej. Sube tu Producto,SANITARIO,m5331
"COPLE DE FIBROCEMENTO 400MM (16"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5331,Ej. Sube tu Producto,SANITARIO,m5332
"COPLE DE FIBROCEMENTO 400MM (16"") PARA TUBERIA DE PRESION CLASE A-7- MARCA MEXALIT ",A5332,Ej. Sube tu Producto,SANITARIO,m5333
"COPLE DE FIBROCEMENTO 450MM (18"") PARA TUBERIA DE FIBROCEMENTO CLASE A-5- MARCA MEXALIT ",A5333,Ej. Sube tu Producto,SANITARIO,m5334
"COPLE DE FIBROCEMENTO 450MM (18"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5334,Ej. Sube tu Producto,SANITARIO,m5335
"COPLE DE FIBROCEMENTO 450MM (18"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5335,Ej. Sube tu Producto,SANITARIO,m5336
"COPLE DE FIBROCEMENTO 450MM (18"") PARA TUBERIA DE PRESION CLASE A-7- MARCA MEXALIT ",A5336,Ej. Sube tu Producto,SANITARIO,m5337
"COPLE DE FIBROCEMENTO 500 MM (20"") PARA TUBERIA DE PRESION CLASE A-5- MARCA MEXALIT ",A5337,Ej. Sube tu Producto,SANITARIO,m5338
"COPLE DE FIBROCEMENTO 500MM (20"") PARA TUBERIA DE FIBROCEMENTO CLASE A-7- MARCA MEXALIT ",A5338,Ej. Sube tu Producto,SANITARIO,m5339
"COPLE DE FIBROCEMENTO 500MM (20"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5339,Ej. Sube tu Producto,SANITARIO,m5340
"COPLE DE FIBROCEMENTO 500MM (20"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5340,Ej. Sube tu Producto,SANITARIO,m5341
"COPLE DE FIBROCEMENTO 600MM (24"") PARA TUBERIA DE FIBROCEMENTO CLASE A-5- MARCA MEXALIT ",A5341,Ej. Sube tu Producto,SANITARIO,m5342
"COPLE DE FIBROCEMENTO 600MM (24"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5342,Ej. Sube tu Producto,SANITARIO,m5343
"COPLE DE FIBROCEMENTO 600MM (24"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5343,Ej. Sube tu Producto,SANITARIO,m5344
"COPLE DE FIBROCEMENTO 600MM (24"") PARA TUBERIA DE PRESION CLASE A-7- MARCA MEXALIT ",A5344,Ej. Sube tu Producto,SANITARIO,m5345
"COPLE DE FIBROCEMENTO 750MM (30"") PARA TUBERIA DE FIBROCEMENTO CLASE A-14- MARCA MEXALIT ",A5345,Ej. Sube tu Producto,SANITARIO,m5346
"COPLE DE FIBROCEMENTO 750MM (30"") PARA TUBERIA DE FIBROCEMENTO CLASE A-5- MARCA MEXALIT ",A5346,Ej. Sube tu Producto,SANITARIO,m5347
"COPLE DE FIBROCEMENTO 750MM (30"") PARA TUBERIA DE FIBROCEMENTO CLASE A-7- MARCA MEXALIT ",A5347,Ej. Sube tu Producto,SANITARIO,m5348
"COPLE DE FIBROCEMENTO 750MM (30"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5348,Ej. Sube tu Producto,SANITARIO,m5349
"COPLE DE FIBROCEMENTO 75MM (3"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5349,Ej. Sube tu Producto,SANITARIO,m5350
"COPLE DE FIBROCEMENTO 75MM (3"") PARA TUBERIA DE PRESION CLASE A-14- MARCA MEXALIT ",A5350,Ej. Sube tu Producto,SANITARIO,m5351
"COPLE DE FIBROCEMENTO 75MM (3"") PARA TUBERIA DE PRESION CLASE A-5- MARCA MEXALIT ",A5351,Ej. Sube tu Producto,SANITARIO,m5352
"COPLE DE FIBROCEMENTO 75MM (3"") PARA TUBERIA DE PRESION CLASE A-7- MARCA MEXALIT ",A5352,Ej. Sube tu Producto,SANITARIO,m5353
"COPLE DE FIBROCEMENTO 900MM (36"") CLASE A-14- MARCA MEXALIT ",A5353,Ej. Sube tu Producto,SANITARIO,m5354
"COPLE DE FIBROCEMENTO 900MM (36"") PARA TUBERIA DE PRESION A-7- MARCA MEXALIT ",A5354,Ej. Sube tu Producto,SANITARIO,m5355
"COPLE DE FIBROCEMENTO 900MM (36"") PARA TUBERIA DE PRESION CLASE A-10- MARCA MEXALIT ",A5355,Ej. Sube tu Producto,SANITARIO,m5356
"COPLE DE FIBROCEMENTO 900MM (36"") PARA TUBERIA DE PRESION CLASE A-5- MARCA MEXALIT ",A5356,Ej. Sube tu Producto,SANITARIO,m5357
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1 1/2"" 38MM. DE DIAMETRO X 30.4CM. DE LONGITUD. ",A5357,Ej. Sube tu Producto,SANITARIO,m5358
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1 1/2"" 38MM. DE DIAMETRO X 50CM. DE LONGITUD. ",A5358,Ej. Sube tu Producto,SANITARIO,m5359
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1 1/2"" 38MM. DE DIAMETRO X 58CM. DE LONGITUD. ",A5359,Ej. Sube tu Producto,SANITARIO,m5360
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1 1/2"" 38MM. DE DIAMETRO X 91.4CM. DE LONGITUD. ",A5360,Ej. Sube tu Producto,SANITARIO,m5361
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1"" 25MM. DE DIAMETRO X 30.4CM. DE LONGITUD. ",A5361,Ej. Sube tu Producto,SANITARIO,m5362
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1"" 25MM. DE DIAMETRO X 30CM. DE LONGITUD. ",A5362,Ej. Sube tu Producto,SANITARIO,m5363
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1"" 25MM. DE DIAMETRO X 45CM. DE LONGITUD. ",A5363,Ej. Sube tu Producto,SANITARIO,m5364
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1"" 25MM. DE DIAMETRO X 48CM. DE LONGITUD. ",A5364,Ej. Sube tu Producto,SANITARIO,m5365
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1"" 25MM. DE DIAMETRO X 55CM. DE LONGITUD. ",A5365,Ej. Sube tu Producto,SANITARIO,m5366
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1"" 25MM. DE DIAMETRO X 25 CM. DE LONGITUD. ",A5366,Ej. Sube tu Producto,SANITARIO,m5367
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1/2"" 13MM. DE DIAMETRO X 25.4CM. DE LONGITUD. ",A5367,Ej. Sube tu Producto,SANITARIO,m5368
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1/2"" 13MM. DE DIAMETRO X 30.4CM. DE LONGITUD. ",A5368,Ej. Sube tu Producto,SANITARIO,m5369
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1/2"" 13MM. DE DIAMETRO X 45.7CM. DE LONGITUD. ",A5369,Ej. Sube tu Producto,SANITARIO,m5370
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1/2"" 13MM. DE DIAMETRO X 53.3CM. DE LONGITUD. ",A5370,Ej. Sube tu Producto,SANITARIO,m5371
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1/2"" 13MM. DE DIAMETRO X 23 CM. DE LONGITUD. ",A5371,Ej. Sube tu Producto,SANITARIO,m5372
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1/2"" 13MM. DE DIAMETRO X 28 CM. DE LONGITUD. ",A5372,Ej. Sube tu Producto,SANITARIO,m5373
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 1/2"" 13MM. DE DIAMETRO X 38.1 CM. DE LONGITUD. ",A5373,Ej. Sube tu Producto,SANITARIO,m5374
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 2"" 51MM. DE DIAMETRO X 45CM. DE LONGITUD. ",A5374,Ej. Sube tu Producto,SANITARIO,m5375
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 2"" 51MM. DE DIAMETRO X 52CM. DE LONGITUD. ",A5375,Ej. Sube tu Producto,SANITARIO,m5376
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 2"" 51MM. DE DIAMETRO X 60CM. DE LONGITUD. ",A5376,Ej. Sube tu Producto,SANITARIO,m5377
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 2"" 51MM. DE DIAMETRO X 68 CM. DE LONGITUD. ",A5377,Ej. Sube tu Producto,SANITARIO,m5378
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 19MM. DE DIAMETRO X 25.4CM. DE LONGITUD. ",A5378,Ej. Sube tu Producto,SANITARIO,m5379
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 19MM. DE DIAMETRO X 30.4CM. DE LONGITUD. ",A5379,Ej. Sube tu Producto,SANITARIO,m5380
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 19MM. DE DIAMETRO X 38.1CM. DE LONGITUD. ",A5380,Ej. Sube tu Producto,SANITARIO,m5381
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 19MM. DE DIAMETRO X 45.7CM. DE LONGITUD. ",A5381,Ej. Sube tu Producto,SANITARIO,m5382
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 19MM. DE DIAMETRO X 53.3CM. DE LONGITUD. ",A5382,Ej. Sube tu Producto,SANITARIO,m5383
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 19MM. DE DIAMETRO X 60.9CM. DE LONGITUD. ",A5383,Ej. Sube tu Producto,SANITARIO,m5384
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 25MM. DE DIAMETRO X 35CM. DE LONGITUD. ",A5384,Ej. Sube tu Producto,SANITARIO,m5385
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 19MM. DE DIAMETRO X 19 CM. DE LONGITUD. ",A5385,Ej. Sube tu Producto,SANITARIO,m5386
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 19MM. DE DIAMETRO X 24 CM. DE LONGITUD. ",A5386,Ej. Sube tu Producto,SANITARIO,m5387
"COPLE DE FO.GO. FLEXIBLE A PRUEBA DE EXPLOSI•N DE 3/4"" 19MM. DE DIAMETRO X 29 CM. DE LONGITUD. ",A5387,Ej. Sube tu Producto,SANITARIO,m5388
COPLE DE PVC HIDRAULICO TIPO ANGER SIST. MÉTRICO 160 MM ,A5388,Ej. Sube tu Producto,SANITARIO,m5389
COPLE DE PVC HIDRAULICO TIPO ANGER SIST. MÉTRICO 250 MM ,A5389,Ej. Sube tu Producto,SANITARIO,m5390
"COPLE DE PVC HIDRÁULICO TIPO ANGER SIST. MÉTRICO 8"" 200 MM ",A5390,Ej. Sube tu Producto,SANITARIO,m5391
"COPLE DILATACION PVC-SA SANITARIO ANGER DE 100 MM (4"")- MARCA TUBOS FLEXIBLES ",A5391,Ej. Sube tu Producto,SANITARIO,m5392
"COPLE DILATACION PVC-SA SANITARIO ANGER DE 150 MM (6"")- MARCA TUBOS FLEXIBLES ",A5392,Ej. Sube tu Producto,SANITARIO,m5393
"COPLE DILATACION PVC-SA SANITARIO ANGER DE 40 MM (1 1/2"")- MARCA TUBOS FLEXIBLES ",A5393,Ej. Sube tu Producto,SANITARIO,m5394
"COPLE DILATACION PVC-SA SANITARIO ANGER DE 50 MM (2"")- MARCA TUBOS FLEXIBLES ",A5394,Ej. Sube tu Producto,SANITARIO,m5395
"COPLE DILATACION PVC-SA SANITARIO ANGER DE 75 MM (3"")- MARCA TUBOS FLEXIBLES ",A5395,Ej. Sube tu Producto,SANITARIO,m5396
COPLE ELECTRICO 20MM (13) POLIPROPILENO- MARCA TUBOPLUS DE ROTOPLAS ,A5396,Ej. Sube tu Producto,N/I,m5397
COPLE ELECTRICO 25MM POLIPROPILENO- MARCA TUBOPLUS DE ROTOPLAS ,A5397,Ej. Sube tu Producto,N/I,m5398
COPLE ELECTRICO 32MM POLIPROPILENO- MARCA TUBOPLUS DE ROTOPLAS ,A5398,Ej. Sube tu Producto,N/I,m5399
COPLE ELECTRICO 40MM POLIPROPILENO- MARCA TUBOPLUS DE ROTOPLAS ,A5399,Ej. Sube tu Producto,N/I,m5400
COPLE ELECTRICO 50MM POLIPROPILENO- MARCA TUBOPLUS DE ROTOPLAS ,A5400,Ej. Sube tu Producto,N/I,m5401
COPLE ELECTRICO 63MM POLIPROPILENO- MARCA TUBOPLUS DE ROTOPLAS ,A5401,Ej. Sube tu Producto,N/I,m5402
COPLE ELECTRICO 75MM POLIPROPILENO- MARCA TUBOPLUS DE ROTOPLAS ,A5402,Ej. Sube tu Producto,N/I,m5403
COPLE ELECTRICO 90MM POLIPROPILENO- MARCA TUBOPLUS DE ROTOPLAS ,A5403,Ej. Sube tu Producto,N/I,m5404
"COPLE FG-CPD 13 MM (1/2"")(16 MM SEDE99) GALVANIZADO CONDUIT PARED DELGADA- MARCA RYMCO. ",A5404,Ej. Sube tu Producto,N/I,m5405
"COPLE FG-CPD 19 MM (3/4"")(21 MM SEDE99) GALVANIZADO CONDUIT PARED DELGADA- MARCA RYMCO. ",A5405,Ej. Sube tu Producto,N/I,m5406
"COPLE FG-CPD 25 MM (1"")(27 MM SEDE99) GALVANIZADO CONDUIT PARED DELGADA- MARCA RYMCO. ",A5406,Ej. Sube tu Producto,N/I,m5407
"COPLE FG-CPD 32 MM (1 1/4"")(35 MM SEDE99) GALVANIZADO CONDUIT PARED DELGADA- MARCA RYMCO. ",A5407,Ej. Sube tu Producto,N/I,m5408
"COPLE FG-CPD 38 MM (1 1/2"")(41 MM SEDE99) GALVANIZADO CONDUIT PARED DELGADA- MARCA RYMCO. ",A5408,Ej. Sube tu Producto,N/I,m5409
"COPLE FG-CPD 50 MM (2"")(53 MM SEDE99) GALVANIZADO CONDUIT PARED DELGADA- MARCA RYMCO. ",A5409,Ej. Sube tu Producto,N/I,m5410
"COPLE FG-CPG 100 MM (4"")(103 MM SEDE99) CONDUIT GALVANIZADO PARED GRUESA- MARCA RYMCO. ",A5410,Ej. Sube tu Producto,N/I,m5411
"COPLE FG-CPG 13 MM (1/2"")(16 MM SEDE99) CONDUIT GALVANIZADO PARED GRUESA- MARCA RYMCO. ",A5411,Ej. Sube tu Producto,N/I,m5412
"COPLE FG-CPG 19 MM (3/4"")(21 MM SEDE99) GALVANIZADO CONDUIT PARED GRUESA- MARCA RYMCO. ",A5412,Ej. Sube tu Producto,N/I,m5413
"COPLE FG-CPG 25 MM (1"")(27 MM SEDE99) GALVANIZADO CONDUIT PARED GRUESA- MARCA RYMCO. ",A5413,Ej. Sube tu Producto,N/I,m5414
"COPLE FG-CPG 32 MM (1 1/4"")(35 MM SEDE99) GALVANIZADO CONDUIT PARED GRUESA- MARCA RYMCO. ",A5414,Ej. Sube tu Producto,N/I,m5415
"COPLE FG-CPG 38 MM (1 1/2"")(41 MM SEDE99) GALVANIZADO CONDUIT PARED GRUESA- MARCA RYMCO. ",A5415,Ej. Sube tu Producto,N/I,m5416
"COPLE FG-CPG 50 MM (2"")(53 MM SEDE99) CONDUIT GALVANIZADO PARED GRUESA- MARCA RYMCO. ",A5416,Ej. Sube tu Producto,N/I,m5417
"COPLE FG-CPG 64 MM (2 1/2"")(63 MM SEDE99) CONDUIT GALVANIZADO PARED GRUESA- MARCA RYMCO. ",A5417,Ej. Sube tu Producto,N/I,m5418
"COPLE FG-CPG 76 MM (3"")(78 MM SEDE99) CONDUIT GALVANIZADO PARED GRUESA- MARCA RYMCO. ",A5418,Ej. Sube tu Producto,N/I,m5419
"COPLE FUSIÓN ABM36 DE 13MM. (1/2"") DE ROSCA METÁL.(M)- MARCA SALADILLO ",A5419,Ej. Sube tu Producto,N/I,m5420
"COPLE FUSIÓN ABM36 DE 19MM. (3/4"") DE ROSCA METÁL.(M)- MARCA SALADILLO ",A5420,Ej. Sube tu Producto,N/I,m5421
"COPLE FUSIÓN ABM36 DE 25MM. (1"") DE ROSCA METÁL.(M)- MARCA SALADILLO ",A5421,Ej. Sube tu Producto,N/I,m5422
"COPLE FUSIÓN ABM36 DE 32MM. (1"") DE ROSCA METÁL.(M)- MARCA SALADILLO ",A5422,Ej. Sube tu Producto,N/I,m5423
"COPLE FUSIÓN ABM36 DE 38MM. (1 1/2"") DE ROSCA METÁL.(M)- MARCA SALADILLO ",A5423,Ej. Sube tu Producto,N/I,m5424
"COPLE FUSIÓN ABM36 DE 50MM. (2"") DE ROSCA METÁL.(M)- MARCA SALADILLO ",A5424,Ej. Sube tu Producto,N/I,m5425
"COPLE FUSIÓN ABM36 DE 75MM. (3"") DE ROSCA METÁL.(M)- MARCA SALADILLO ",A5425,Ej. Sube tu Producto,N/I,m5426
COPLE GALVANIZADO P.G. DE 13 MM ,A5426,Ej. Sube tu Producto,N/I,m5427
COPLE GALVANIZADO P.G. DE 19MM DE DIAMETRO ,A5427,Ej. Sube tu Producto,N/I,m5428
"COPLE HEXAGONAL DE 13.00MM. 1/2"" DE DIÁMETRO PARA UNIR VARILLAS ROSCADAS ",A5428,Ej. Sube tu Producto,N/I,m5429
"COPLE HEXAGONAL DE 6.3MM. 1/4"" DE DIÁMETRO PARA UNIR VARILLAS ROSCADAS ",A5429,Ej. Sube tu Producto,N/I,m5430
"COPLE HEXAGONAL DE 7.9MM. 5/16"" DE DIÁMETRO PARA UNIR VARILLAS ROSCADAS ",A5430,Ej. Sube tu Producto,N/I,m5431
"COPLE HEXAGONAL DE 9.5MM. 3/8"" DE DIÁMETRO PARA UNIR VARILLAS ROSCADAS ",A5431,Ej. Sube tu Producto,N/I,m5432
COPLE LISO GALVANIZADO 100MM ,A5432,Ej. Sube tu Producto,N/I,m5433
COPLE LISO GALVANIZADO 10MM ,A5433,Ej. Sube tu Producto,N/I,m5434
COPLE LISO GALVANIZADO 13MM ,A5434,Ej. Sube tu Producto,N/I,m5435
COPLE LISO GALVANIZADO 19MM ,A5435,Ej. Sube tu Producto,N/I,m5436
COPLE LISO GALVANIZADO 25MM ,A5436,Ej. Sube tu Producto,N/I,m5437
COPLE LISO GALVANIZADO 32MM ,A5437,Ej. Sube tu Producto,N/I,m5438
